startedAt;percentage_cons;percentage_cons;percentage_cons;percentage_cons;valuecons;valuecons;valuecons;valuecons;total_sum_cons
;df-cons-Christian;df-cons-Marc;df-cons-Reinhilde;df-cons-Véronique;df-cons-Christian;df-cons-Marc;df-cons-Reinhilde;df-cons-Véronique;
2025-02-01 00:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 00:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 00:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 00:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 01:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 01:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 01:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 01:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 02:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 02:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 02:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 02:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 03:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 03:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 03:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 03:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 04:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 04:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 04:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 04:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 05:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 05:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 05:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 05:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 06:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 06:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 06:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 06:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 07:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 07:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 07:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 07:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 08:00:00+00:00;45.221;54.779;;0.0;0.123;0.149;;0.0;0.272
2025-02-01 08:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 08:30:00+00:00;38.158;61.842;;0.0;0.609;0.987;;0.0;1.596
2025-02-01 08:45:00+00:00;69.014;30.986;;0.0;0.392;0.176;;0.0;0.5680000000000001
2025-02-01 09:00:00+00:00;36.226;63.774;;0.0;0.455;0.801;;0.0;1.256
2025-02-01 09:15:00+00:00;31.569;68.431;;0.0;1.312;2.844;;0.0;4.156
2025-02-01 09:30:00+00:00;51.122;48.878;;0.0;1.276;1.22;;0.0;2.496
2025-02-01 09:45:00+00:00;57.123;42.877;;0.0;0.409;0.307;;0.0;0.716
2025-02-01 10:00:00+00:00;46.964;53.036;;0.0;2.568;2.9;;0.0;5.468
2025-02-01 10:15:00+00:00;47.101;52.899;;0.0;0.52;0.584;;0.0;1.104
2025-02-01 10:30:00+00:00;28.551;71.449;;0.0;0.201;0.503;;0.0;0.704
2025-02-01 10:45:00+00:00;32.99;67.01;;0.0;0.256;0.52;;0.0;0.776
2025-02-01 11:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 11:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 11:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 11:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 12:00:00+00:00;57.5;42.5;;0.0;0.046;0.034;;0.0;0.08
2025-02-01 12:15:00+00:00;63.256;36.744;;0.0;1.088;0.632;;0.0;1.7200000000000002
2025-02-01 12:30:00+00:00;32.376;67.624;;0.0;0.575;1.201;;0.0;1.776
2025-02-01 12:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 13:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 13:15:00+00:00;36.529;63.471;;0.0;0.583;1.013;;0.0;1.5959999999999999
2025-02-01 13:30:00+00:00;20.606;79.394;;0.0;0.272;1.048;;0.0;1.32
2025-02-01 13:45:00+00:00;29.167;70.833;;0.0;0.259;0.629;;0.0;0.888
2025-02-01 14:00:00+00:00;35.331;64.669;;0.0;0.171;0.313;;0.0;0.484
2025-02-01 14:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 14:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 14:45:00+00:00;28.497;71.503;;0.0;0.326;0.818;;0.0;1.144
2025-02-01 15:00:00+00:00;20.735;79.265;;0.0;0.141;0.539;;0.0;0.68
2025-02-01 15:15:00+00:00;18.627;81.373;;0.0;0.038;0.166;;0.0;0.20400000000000001
2025-02-01 15:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 15:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 16:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 16:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 16:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 16:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 17:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 17:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 17:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 17:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 18:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 18:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 18:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 18:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 19:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 19:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 19:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 19:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 20:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 20:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 20:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 20:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 21:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 21:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 21:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 21:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 22:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 22:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 22:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 22:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 23:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 23:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 23:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-01 23:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 00:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 00:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 00:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 00:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 01:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 01:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 01:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 01:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 02:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 02:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 02:30:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 02:45:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 03:00:00+00:00;;;;;0.0;0.0;;0.0;0.0
2025-02-02 03:15:00+00:00;;;;;0.0;0.0;;0.0;0.0
