startedAt;percentage_cons;percentage_cons;valuecons;valuecons;total_sum_cons;percentage_prod;percentage_prod;percentage_prod;percentage_prod;percentage_prod;valueprod;valueprod;valueprod;valueprod;valueprod;total_sum_prod;cons_vs_prod;cons_vs_prod_limit;max_possible_cons_tot;total_to_be_paid;community_power_used-Sebastien;power_used_by_community;has_to_pay-Sebastien;community_power_used-Jessica;has_to_pay-Jessica;power_sold_to_grid;has_to_receive-Véronique;has_to_receive-Marc;has_to_receive-Gaby;has_to_receive-Pit;has_to_receive-Madalin
;df-cons-Jessica;df-cons-Sebastien;df-cons-Jessica;df-cons-Sebastien;;df-prod-Gaby;df-prod-Madalin;df-prod-Marc;df-prod-Pit;df-prod-Véronique;df-prod-Gaby;df-prod-Madalin;df-prod-Marc;df-prod-Pit;df-prod-Véronique;;;;;;;;;;;;;;;;
2025-06-18 22:00:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-18 22:15:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-18 22:30:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-18 22:45:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-18 23:00:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-18 23:15:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-18 23:30:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-18 23:45:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 00:00:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 00:15:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 00:30:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 00:45:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 01:00:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 01:15:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 01:30:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 01:45:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 02:00:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 02:15:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 02:30:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 02:45:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 03:00:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 03:15:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 03:30:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 03:45:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 04:00:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 04:15:00+00:00;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;
2025-06-19 04:30:00+00:00;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.224;0.224;inf;100.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0
