startedAt;percentage_cons;valuecons;total_sum_cons;percentage_prod;valueprod;total_sum_prod;cons_vs_prod;cons_vs_prod_limit;max_possible_cons_tot;total_to_be_paid;community_power_used-Marie-Anne;power_used_by_community;has_to_pay-Marie-Anne;power_sold_to_grid;has_to_receive-Madalin
;df-cons-Marie-Anne;df-cons-Marie-Anne;;df-prod-Madalin;df-prod-Madalin;;;;;;;;;;
2025-05-28 14:30:00+00:00;100.0;0.092;0.092;100.0;0.092;0.092;100.0;100.0;0.092;0.00253;0.092;0.092;0.00253;0.0;0.00253
2025-05-28 14:45:00+00:00;100.0;0.08;0.08;100.0;0.08;0.08;100.0;100.0;0.08;0.0022;0.08;0.08;0.0022;0.0;0.0022
2025-05-28 15:00:00+00:00;100.0;0.12;0.12;100.0;0.12;0.12;100.0;100.0;0.12;0.0033;0.12;0.12;0.0033;0.0;0.0033
2025-05-28 15:15:00+00:00;100.0;0.164;0.164;100.0;0.164;0.164;100.0;100.0;0.164;0.00451;0.164;0.164;0.00451;0.0;0.00451
2025-05-28 15:30:00+00:00;100.0;0.104;0.104;100.0;0.104;0.104;100.0;100.0;0.104;0.0028599999999999997;0.104;0.104;0.0028599999999999997;0.0;0.0028599999999999997
2025-05-28 15:45:00+00:00;100.0;0.08;0.08;100.0;0.08;0.08;100.0;100.0;0.08;0.0022;0.08;0.08;0.0022;0.0;0.0022
2025-05-28 16:00:00+00:00;100.0;0.084;0.084;100.0;0.084;0.084;100.0;100.0;0.084;0.00231;0.084;0.084;0.00231;0.0;0.00231
2025-05-28 16:15:00+00:00;100.0;0.112;0.112;100.0;0.112;0.112;100.0;100.0;0.112;0.0030800000000000003;0.112;0.112;0.0030800000000000003;0.0;0.0030800000000000003
2025-05-28 16:30:00+00:00;100.0;0.132;0.132;100.0;0.132;0.132;100.0;100.0;0.132;0.00363;0.132;0.132;0.00363;0.0;0.00363
2025-05-28 16:45:00+00:00;100.0;0.14;0.14;100.0;0.14;0.14;100.0;100.0;0.14;0.0038500000000000006;0.14;0.14;0.0038500000000000006;0.0;0.0038500000000000006
2025-05-28 17:00:00+00:00;100.0;0.08;0.08;100.0;0.08;0.08;100.0;100.0;0.08;0.0022;0.08;0.08;0.0022;0.0;0.0022
2025-05-28 17:15:00+00:00;100.0;0.104;0.104;100.0;0.104;0.104;100.0;100.0;0.104;0.0028599999999999997;0.104;0.104;0.0028599999999999997;0.0;0.0028599999999999997
2025-05-28 17:30:00+00:00;100.0;0.112;0.112;100.0;0.112;0.112;100.0;100.0;0.112;0.0030800000000000003;0.112;0.112;0.0030800000000000003;0.0;0.0030800000000000003
2025-05-28 17:45:00+00:00;100.0;0.016;0.016;100.0;0.016;0.016;100.0;100.0;0.016;0.00044;0.016;0.016;0.00044;0.0;0.00044
2025-05-28 18:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 18:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 18:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 18:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 19:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 19:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 19:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 19:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 20:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 20:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 20:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 20:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 21:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 21:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 21:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 21:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 22:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 22:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 22:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 22:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 23:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 23:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 23:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-28 23:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 00:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 00:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 00:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 00:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 01:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 01:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 01:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 01:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 02:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 02:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 02:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 02:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 03:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 03:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 03:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 03:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 04:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
