startedAt;percentage_prod;percentage_prod;valueprod;valueprod;total_sum_prod
;df-prod-Marc;df-prod-Véronique;df-prod-Marc;df-prod-Véronique;
2025-02-01 00:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 00:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 00:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 00:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 01:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 01:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 01:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 01:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 02:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 02:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 02:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 02:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 03:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 03:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 03:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 03:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 04:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 04:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 04:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 04:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 05:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 05:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 05:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 05:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 06:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 06:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 06:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 06:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 07:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 07:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 07:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 07:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 08:00:00+00:00;0.0;100.0;0.0;0.272;0.272
2025-02-01 08:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 08:30:00+00:00;0.0;100.0;0.0;1.596;1.596
2025-02-01 08:45:00+00:00;0.0;100.0;0.0;0.568;0.568
2025-02-01 09:00:00+00:00;0.0;100.0;0.0;1.256;1.256
2025-02-01 09:15:00+00:00;0.0;100.0;0.0;4.156;4.156
2025-02-01 09:30:00+00:00;0.0;100.0;0.0;2.496;2.496
2025-02-01 09:45:00+00:00;0.0;100.0;0.0;0.716;0.716
2025-02-01 10:00:00+00:00;0.0;100.0;0.0;5.468;5.468
2025-02-01 10:15:00+00:00;0.0;100.0;0.0;1.104;1.104
2025-02-01 10:30:00+00:00;0.0;100.0;0.0;0.704;0.704
2025-02-01 10:45:00+00:00;0.0;100.0;0.0;0.776;0.776
2025-02-01 11:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 11:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 11:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 11:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 12:00:00+00:00;0.0;100.0;0.0;0.08;0.08
2025-02-01 12:15:00+00:00;0.0;100.0;0.0;1.72;1.72
2025-02-01 12:30:00+00:00;0.0;100.0;0.0;1.776;1.776
2025-02-01 12:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 13:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 13:15:00+00:00;0.0;100.0;0.0;1.596;1.596
2025-02-01 13:30:00+00:00;0.0;100.0;0.0;1.32;1.32
2025-02-01 13:45:00+00:00;0.0;100.0;0.0;0.888;0.888
2025-02-01 14:00:00+00:00;0.0;100.0;0.0;0.484;0.484
2025-02-01 14:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 14:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 14:45:00+00:00;0.0;100.0;0.0;1.144;1.144
2025-02-01 15:00:00+00:00;0.0;100.0;0.0;0.68;0.68
2025-02-01 15:15:00+00:00;0.0;100.0;0.0;0.204;0.204
2025-02-01 15:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 15:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 16:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 16:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 16:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 16:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 17:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 17:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 17:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 17:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 18:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 18:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 18:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 18:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 19:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 19:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 19:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 19:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 20:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 20:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 20:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 20:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 21:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 21:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 21:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 21:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 22:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 22:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 22:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 22:45:00+00:00;;;0.0;0.0;0.0
2025-02-01 23:00:00+00:00;;;0.0;0.0;0.0
2025-02-01 23:15:00+00:00;;;0.0;0.0;0.0
2025-02-01 23:30:00+00:00;;;0.0;0.0;0.0
2025-02-01 23:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 00:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 00:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 00:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 00:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 01:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 01:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 01:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 01:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 02:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 02:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 02:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 02:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 03:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 03:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 03:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 03:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 04:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 04:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 04:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 04:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 05:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 05:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 05:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 05:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 06:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 06:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 06:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 06:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 07:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 07:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 07:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 07:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 08:00:00+00:00;0.0;100.0;0.0;0.092;0.092
2025-02-02 08:15:00+00:00;0.0;100.0;0.0;0.472;0.472
2025-02-02 08:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 08:45:00+00:00;0.0;100.0;0.0;0.452;0.452
2025-02-02 09:00:00+00:00;0.0;100.0;0.0;2.692;2.692
2025-02-02 09:15:00+00:00;0.0;100.0;0.0;2.904;2.904
2025-02-02 09:30:00+00:00;0.0;100.0;0.0;4.92;4.92
2025-02-02 09:45:00+00:00;0.0;100.0;0.0;4.724;4.724
2025-02-02 10:00:00+00:00;0.0;100.0;0.0;0.748;0.748
2025-02-02 10:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 10:30:00+00:00;0.0;100.0;0.0;4.504;4.504
2025-02-02 10:45:00+00:00;0.0;100.0;0.0;5.108;5.108
2025-02-02 11:00:00+00:00;0.0;100.0;0.0;5.528;5.528
2025-02-02 11:15:00+00:00;0.0;100.0;0.0;5.592;5.592
2025-02-02 11:30:00+00:00;0.0;100.0;0.0;5.42;5.42
2025-02-02 11:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 12:00:00+00:00;0.0;100.0;0.0;4.268;4.268
2025-02-02 12:15:00+00:00;0.0;100.0;0.0;4.716;4.716
2025-02-02 12:30:00+00:00;0.0;100.0;0.0;4.576;4.576
2025-02-02 12:45:00+00:00;0.0;100.0;0.0;4.328;4.328
2025-02-02 13:00:00+00:00;0.0;100.0;0.0;3.916;3.916
2025-02-02 13:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 13:30:00+00:00;0.0;100.0;0.0;1.516;1.516
2025-02-02 13:45:00+00:00;0.0;100.0;0.0;2.96;2.96
2025-02-02 14:00:00+00:00;0.0;100.0;0.0;2.432;2.432
2025-02-02 14:15:00+00:00;0.0;100.0;0.0;2.064;2.064
2025-02-02 14:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 14:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 15:00:00+00:00;0.0;100.0;0.0;0.712;0.712
2025-02-02 15:15:00+00:00;0.0;100.0;0.0;0.208;0.208
2025-02-02 15:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 15:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 16:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 16:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 16:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 16:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 17:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 17:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 17:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 17:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 18:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 18:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 18:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 18:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 19:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 19:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 19:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 19:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 20:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 20:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 20:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 20:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 21:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 21:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 21:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 21:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 22:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 22:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 22:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 22:45:00+00:00;;;0.0;0.0;0.0
2025-02-02 23:00:00+00:00;;;0.0;0.0;0.0
2025-02-02 23:15:00+00:00;;;0.0;0.0;0.0
2025-02-02 23:30:00+00:00;;;0.0;0.0;0.0
2025-02-02 23:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 00:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 00:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 00:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 00:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 01:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 01:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 01:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 01:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 02:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 02:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 02:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 02:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 03:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 03:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 03:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 03:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 04:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 04:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 04:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 04:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 05:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 05:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 05:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 05:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 06:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 06:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 06:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 06:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 07:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 07:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 07:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 07:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 08:00:00+00:00;0.0;100.0;0.0;0.792;0.792
2025-02-03 08:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 08:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 08:45:00+00:00;0.0;100.0;0.0;2.584;2.584
2025-02-03 09:00:00+00:00;0.0;100.0;0.0;0.472;0.472
2025-02-03 09:15:00+00:00;0.0;100.0;0.0;0.812;0.812
2025-02-03 09:30:00+00:00;0.0;100.0;0.0;4.492;4.492
2025-02-03 09:45:00+00:00;0.0;100.0;0.0;2.292;2.292
2025-02-03 10:00:00+00:00;0.0;100.0;0.0;2.624;2.624
2025-02-03 10:15:00+00:00;0.0;100.0;0.0;3.156;3.156
2025-02-03 10:30:00+00:00;0.0;100.0;0.0;0.26;0.26
2025-02-03 10:45:00+00:00;0.0;100.0;0.0;2.604;2.604
2025-02-03 11:00:00+00:00;0.0;100.0;0.0;3.7;3.7
2025-02-03 11:15:00+00:00;0.0;100.0;0.0;2.888;2.888
2025-02-03 11:30:00+00:00;0.0;100.0;0.0;4.856;4.856
2025-02-03 11:45:00+00:00;0.0;100.0;0.0;4.7;4.7
2025-02-03 12:00:00+00:00;0.0;100.0;0.0;1.52;1.52
2025-02-03 12:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 12:30:00+00:00;0.0;100.0;0.0;2.952;2.952
2025-02-03 12:45:00+00:00;0.0;100.0;0.0;4.1;4.1
2025-02-03 13:00:00+00:00;0.0;100.0;0.0;3.704;3.704
2025-02-03 13:15:00+00:00;0.0;100.0;0.0;3.464;3.464
2025-02-03 13:30:00+00:00;0.0;100.0;0.0;3.52;3.52
2025-02-03 13:45:00+00:00;0.0;100.0;0.0;0.312;0.312
2025-02-03 14:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 14:15:00+00:00;0.0;100.0;0.0;2.256;2.256
2025-02-03 14:30:00+00:00;0.0;100.0;0.0;1.912;1.912
2025-02-03 14:45:00+00:00;0.0;100.0;0.0;1.416;1.416
2025-02-03 15:00:00+00:00;0.0;100.0;0.0;0.972;0.972
2025-02-03 15:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 15:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 15:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 16:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 16:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 16:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 16:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 17:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 17:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 17:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 17:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 18:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 18:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 18:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 18:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 19:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 19:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 19:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 19:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 20:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 20:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 20:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 20:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 21:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 21:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 21:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 21:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 22:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 22:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 22:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 22:45:00+00:00;;;0.0;0.0;0.0
2025-02-03 23:00:00+00:00;;;0.0;0.0;0.0
2025-02-03 23:15:00+00:00;;;0.0;0.0;0.0
2025-02-03 23:30:00+00:00;;;0.0;0.0;0.0
2025-02-03 23:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 00:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 00:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 00:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 00:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 01:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 01:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 01:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 01:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 02:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 02:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 02:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 02:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 03:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 03:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 03:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 03:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 04:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 04:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 04:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 04:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 05:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 05:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 05:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 05:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 06:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 06:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 06:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 06:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 07:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 07:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 07:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 07:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 08:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 08:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 08:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 08:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 09:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 09:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 09:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 09:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 10:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 10:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 10:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 10:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 11:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 11:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 11:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 11:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 12:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 12:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 12:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 12:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 13:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 13:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 13:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 13:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 14:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 14:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 14:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 14:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 15:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 15:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 15:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 15:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 16:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 16:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 16:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 16:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 17:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 17:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 17:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 17:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 18:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 18:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 18:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 18:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 19:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 19:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 19:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 19:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 20:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 20:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 20:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 20:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 21:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 21:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 21:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 21:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 22:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 22:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 22:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 22:45:00+00:00;;;0.0;0.0;0.0
2025-02-04 23:00:00+00:00;;;0.0;0.0;0.0
2025-02-04 23:15:00+00:00;;;0.0;0.0;0.0
2025-02-04 23:30:00+00:00;;;0.0;0.0;0.0
2025-02-04 23:45:00+00:00;;;0.0;0.0;0.0
2025-02-05 00:00:00+00:00;;;0.0;0.0;0.0
2025-02-05 00:15:00+00:00;;;0.0;0.0;0.0
2025-02-05 00:30:00+00:00;;;0.0;0.0;0.0
2025-02-05 00:45:00+00:00;;;0.0;0.0;0.0
2025-02-05 01:00:00+00:00;;;0.0;0.0;0.0
2025-02-05 01:15:00+00:00;;;0.0;0.0;0.0
2025-02-05 01:30:00+00:00;;;0.0;0.0;0.0
2025-02-05 01:45:00+00:00;;;0.0;0.0;0.0
2025-02-05 02:00:00+00:00;;;0.0;0.0;0.0
2025-02-05 02:15:00+00:00;;;0.0;0.0;0.0
2025-02-05 02:30:00+00:00;;;0.0;0.0;0.0
2025-02-05 02:45:00+00:00;;;0.0;0.0;0.0
2025-02-05 03:00:00+00:00;;;0.0;0.0;0.0
2025-02-05 03:15:00+00:00;;;0.0;0.0;0.0
2025-02-05 03:30:00+00:00;;;0.0;0.0;0.0
2025-02-05 03:45:00+00:00;;;0.0;0.0;0.0
2025-02-05 04:00:00+00:00;;;0.0;0.0;0.0
2025-02-05 04:15:00+00:00;;;0.0;0.0;0.0
2025-02-05 04:30:00+00:00;;;0.0;0.0;0.0
2025-02-05 04:45:00+00:00;;;0.0;0.0;0.0
2025-02-05 05:00:00+00:00;;;0.0;0.0;0.0
2025-02-05 05:15:00+00:00;;;0.0;0.0;0.0
2025-02-05 05:30:00+00:00;;;0.0;0.0;0.0
2025-02-05 05:45:00+00:00;;;0.0;0.0;0.0
2025-02-05 06:00:00+00:00;;;0.0;0.0;0.0
2025-02-05 06:15:00+00:00;;;0.0;0.0;0.0
2025-02-05 06:30:00+00:00;;;0.0;0.0;0.0
