startedAt;percentage_prod;valueprod;total_sum_prod
2025-06-01 10:45:00+00:00;100.0;0.12;0.12
2025-06-01 11:00:00+00:00;100.0;0.084;0.084
2025-06-01 11:15:00+00:00;100.0;0.08;0.08
2025-06-01 11:30:00+00:00;100.0;0.112;0.112
2025-06-01 11:45:00+00:00;100.0;0.168;0.168
2025-06-01 12:00:00+00:00;100.0;0.108;0.108
2025-06-01 12:15:00+00:00;100.0;0.084;0.084
2025-06-01 12:30:00+00:00;100.0;0.1;0.1
2025-06-01 12:45:00+00:00;100.0;0.132;0.132
2025-06-01 13:00:00+00:00;100.0;0.116;0.116
2025-06-01 13:15:00+00:00;100.0;0.08;0.08
2025-06-01 13:30:00+00:00;100.0;0.092;0.092
2025-06-01 13:45:00+00:00;100.0;0.128;0.128
2025-06-01 14:00:00+00:00;100.0;0.136;0.136
2025-06-01 14:15:00+00:00;100.0;0.112;0.112
2025-06-01 14:30:00+00:00;100.0;0.08;0.08
2025-06-01 14:45:00+00:00;100.0;0.132;0.132
2025-06-01 15:00:00+00:00;100.0;0.128;0.128
2025-06-01 15:15:00+00:00;100.0;0.116;0.116
2025-06-01 15:30:00+00:00;100.0;0.104;0.104
2025-06-01 15:45:00+00:00;100.0;0.124;0.124
2025-06-01 16:00:00+00:00;100.0;0.152;0.152
2025-06-01 16:15:00+00:00;100.0;0.232;0.232
2025-06-01 16:30:00+00:00;100.0;0.164;0.164
2025-06-01 16:45:00+00:00;100.0;0.2;0.2
2025-06-01 17:00:00+00:00;100.0;0.172;0.172
2025-06-01 17:15:00+00:00;100.0;0.204;0.204
2025-06-01 17:30:00+00:00;100.0;1.044;1.044
2025-06-01 17:45:00+00:00;100.0;0.796;0.796
2025-06-01 18:00:00+00:00;100.0;0.276;0.276
2025-06-01 18:15:00+00:00;100.0;0.152;0.152
2025-06-01 18:30:00+00:00;100.0;0.004;0.004
2025-06-01 18:45:00+00:00;;0.0;0.0
2025-06-01 19:00:00+00:00;;0.0;0.0
2025-06-01 19:15:00+00:00;;0.0;0.0
2025-06-01 19:30:00+00:00;;0.0;0.0
2025-06-01 19:45:00+00:00;;0.0;0.0
2025-06-01 20:00:00+00:00;;0.0;0.0
2025-06-01 20:15:00+00:00;;0.0;0.0
2025-06-01 20:30:00+00:00;;0.0;0.0
2025-06-01 20:45:00+00:00;;0.0;0.0
2025-06-01 21:00:00+00:00;;0.0;0.0
2025-06-01 21:15:00+00:00;;0.0;0.0
2025-06-01 21:30:00+00:00;;0.0;0.0
2025-06-01 21:45:00+00:00;;0.0;0.0
2025-06-01 22:00:00+00:00;;0.0;0.0
2025-06-01 22:15:00+00:00;;0.0;0.0
2025-06-01 22:30:00+00:00;;0.0;0.0
2025-06-01 22:45:00+00:00;;0.0;0.0
2025-06-01 23:00:00+00:00;;0.0;0.0
2025-06-01 23:15:00+00:00;;0.0;0.0
2025-06-01 23:30:00+00:00;;0.0;0.0
2025-06-01 23:45:00+00:00;;0.0;0.0
2025-06-02 00:00:00+00:00;;0.0;0.0
2025-06-02 00:15:00+00:00;;0.0;0.0
2025-06-02 00:30:00+00:00;;0.0;0.0
2025-06-02 00:45:00+00:00;;0.0;0.0
2025-06-02 01:00:00+00:00;;0.0;0.0
2025-06-02 01:15:00+00:00;;0.0;0.0
2025-06-02 01:30:00+00:00;;0.0;0.0
2025-06-02 01:45:00+00:00;;0.0;0.0
2025-06-02 02:00:00+00:00;;0.0;0.0
2025-06-02 02:15:00+00:00;;0.0;0.0
2025-06-02 02:30:00+00:00;;0.0;0.0
2025-06-02 02:45:00+00:00;;0.0;0.0
2025-06-02 03:00:00+00:00;;0.0;0.0
2025-06-02 03:15:00+00:00;;0.0;0.0
2025-06-02 03:30:00+00:00;;0.0;0.0
2025-06-02 03:45:00+00:00;;0.0;0.0
2025-06-02 04:00:00+00:00;;0.0;0.0
2025-06-02 04:15:00+00:00;;0.0;0.0
2025-06-02 04:30:00+00:00;;0.0;0.0
2025-06-02 04:45:00+00:00;;0.0;0.0
2025-06-02 05:00:00+00:00;;0.0;0.0
2025-06-02 05:15:00+00:00;;0.0;0.0
2025-06-02 05:30:00+00:00;100.0;0.096;0.096
2025-06-02 05:45:00+00:00;100.0;0.1;0.1
2025-06-02 06:00:00+00:00;100.0;0.024;0.024
2025-06-02 06:15:00+00:00;100.0;0.012;0.012
2025-06-02 06:30:00+00:00;100.0;0.3;0.3
2025-06-02 06:45:00+00:00;100.0;0.332;0.332
2025-06-02 07:00:00+00:00;100.0;0.416;0.416
2025-06-02 07:15:00+00:00;100.0;0.536;0.536
2025-06-02 07:30:00+00:00;100.0;0.472;0.472
2025-06-02 07:45:00+00:00;100.0;0.644;0.644
2025-06-02 08:00:00+00:00;100.0;0.48;0.48
2025-06-02 08:15:00+00:00;100.0;0.284;0.284
2025-06-02 08:30:00+00:00;100.0;0.272;0.272
2025-06-02 08:45:00+00:00;100.0;0.312;0.312
2025-06-02 09:00:00+00:00;100.0;0.368;0.368
2025-06-02 09:15:00+00:00;100.0;0.32;0.32
2025-06-02 09:30:00+00:00;100.0;1.496;1.496
2025-06-02 09:45:00+00:00;100.0;1.28;1.28
2025-06-02 10:00:00+00:00;100.0;2.86;2.86
2025-06-02 10:15:00+00:00;100.0;1.784;1.784
2025-06-02 10:30:00+00:00;100.0;1.992;1.992
2025-06-02 10:45:00+00:00;100.0;2.284;2.284
2025-06-02 11:00:00+00:00;100.0;0.44;0.44
2025-06-02 11:15:00+00:00;100.0;0.236;0.236
2025-06-02 11:30:00+00:00;100.0;0.22;0.22
2025-06-02 11:45:00+00:00;100.0;0.276;0.276
2025-06-02 12:00:00+00:00;100.0;0.308;0.308
2025-06-02 12:15:00+00:00;100.0;0.272;0.272
2025-06-02 12:30:00+00:00;100.0;0.288;0.288
2025-06-02 12:45:00+00:00;100.0;0.148;0.148
2025-06-02 13:00:00+00:00;100.0;0.148;0.148
2025-06-02 13:15:00+00:00;100.0;0.156;0.156
2025-06-02 13:30:00+00:00;100.0;0.444;0.444
2025-06-02 13:45:00+00:00;100.0;2.7;2.7
2025-06-02 14:00:00+00:00;100.0;3.252;3.252
2025-06-02 14:15:00+00:00;100.0;1.38;1.38
2025-06-02 14:30:00+00:00;100.0;1.26;1.26
2025-06-02 14:45:00+00:00;100.0;1.4;1.4
2025-06-02 15:00:00+00:00;100.0;1.632;1.632
2025-06-02 15:15:00+00:00;100.0;0.612;0.612
2025-06-02 15:30:00+00:00;100.0;0.224;0.224
2025-06-02 15:45:00+00:00;100.0;0.22;0.22
2025-06-02 16:00:00+00:00;100.0;0.212;0.212
2025-06-02 16:15:00+00:00;100.0;0.14;0.14
2025-06-02 16:30:00+00:00;100.0;0.148;0.148
2025-06-02 16:45:00+00:00;100.0;0.14;0.14
2025-06-02 17:00:00+00:00;100.0;0.304;0.304
2025-06-02 17:15:00+00:00;100.0;0.148;0.148
2025-06-02 17:30:00+00:00;100.0;0.572;0.572
2025-06-02 17:45:00+00:00;100.0;0.968;0.968
2025-06-02 18:00:00+00:00;100.0;0.812;0.812
2025-06-02 18:15:00+00:00;100.0;0.312;0.312
2025-06-02 18:30:00+00:00;100.0;0.3;0.3
2025-06-02 18:45:00+00:00;100.0;0.184;0.184
2025-06-02 19:00:00+00:00;;0.0;0.0
2025-06-02 19:15:00+00:00;;0.0;0.0
2025-06-02 19:30:00+00:00;;0.0;0.0
2025-06-02 19:45:00+00:00;;0.0;0.0
2025-06-02 20:00:00+00:00;;0.0;0.0
2025-06-02 20:15:00+00:00;;0.0;0.0
2025-06-02 20:30:00+00:00;;0.0;0.0
2025-06-02 20:45:00+00:00;;0.0;0.0
2025-06-02 21:00:00+00:00;;0.0;0.0
2025-06-02 21:15:00+00:00;;0.0;0.0
2025-06-02 21:30:00+00:00;;0.0;0.0
2025-06-02 21:45:00+00:00;;0.0;0.0
